"date","A","B","C","E","F","H","I","J","L","M","N","O","P","Q","R","U","W","X","Z","ZA"
1973-11-15,549.8,1245.43333333333,4142.66666666667,NA,16543.3333333333,10763,628.266666666667,3367,2553.46666666667,NA,846.933333333333,209,2857,3779.33333333333,4196.66666666667,2906.4,NA,NA,1490.06666666667,222.7
1973-12-15,1174.32258064516,2634.51612903226,6294.51612903226,NA,21954.8387096774,15405.4838709677,949.064516129032,4987.41935483871,3753.54838709677,NA,1780.48387096774,345.774193548387,4205.16129032258,5151.29032258064,6394.1935483871,4223.22580645161,NA,NA,2717.09677419355,373.741935483871
1974-01-15,1722.67741935484,3815.12903225806,7520,NA,27216.1290322581,21887.0967741935,883.354838709677,7135.16129032258,3973.09677419355,NA,2885,571.741935483871,5991.29032258064,8406.45161290323,8595.48387096774,5146.12903225806,NA,NA,3716.83870967742,388.58064516129
1974-02-15,1478.57142857143,2542.14285714286,5375,NA,19596.4285714286,10886.4285714286,334.964285714286,4553.92857142857,2158.92857142857,NA,1403.21428571429,238.107142857143,2898.92857142857,3295.35714285714,4626.78571428571,2657.85714285714,NA,NA,1560.35714285714,319.071428571429
1974-03-15,1103.03225806452,2323.22580645161,5061.29032258064,NA,21496.7741935484,12307.7419354839,703.806451612903,3505.16129032258,2789.35483870968,NA,1397.90322580645,250.806451612903,3335.8064516129,3949.35483870968,5207.74193548387,4094.83870967742,NA,NA,2122.32258064516,311.290322580645
1974-04-15,1011.6,2669,4202.66666666667,NA,19003.3333333333,11889,424.1,4371,1614.66666666667,NA,1915.66666666667,424.233333333333,3430,4522.33333333333,4886,2799.66666666667,NA,NA,1536.66666666667,192.333333333333
1974-05-15,853.387096774194,2698.06451612903,5231.29032258064,NA,22480.6451612903,15037.0967741935,514.709677419355,4637.41935483871,1132.09677419355,NA,2188.70967741935,543.225806451613,4437.41935483871,6885.48387096774,5857.41935483871,3279.35483870968,NA,NA,1965.48387096774,129.387096774194
1974-06-15,1491.53333333333,2849.2,8285,NA,39756.6666666667,24733.3333333333,889.166666666667,7973.33333333333,961.033333333333,NA,2402.2,873.566666666667,7567.66666666667,13610.3333333333,8983,3347.66666666667,NA,NA,3752,101.566666666667
1974-07-15,594.677419354839,985.193548387097,6009.67741935484,NA,34432.2580645161,14935.4838709677,685.516129032258,4662.58064516129,783.064516129032,NA,771.903225806452,389.516129032258,4392.90322580645,8413.22580645161,5126.45161290323,1990.96774193548,NA,NA,2759.35483870968,69.4516129032258
1974-08-15,336.032258064516,514.483870967742,3288.70967741935,NA,20100,6284.83870967742,363.612903225806,2684.83870967742,364.548387096774,NA,412.225806451613,128.387096774194,1790.32258064516,3388.70967741935,2045.48387096774,708.41935483871,NA,NA,1592.58064516129,40.6451612903226
1974-09-15,217.666666666667,386.133333333333,1783.66666666667,NA,9848,2800.66666666667,163.133333333333,2591.66666666667,249.9,NA,329,47.4666666666667,796.6,1350.3,1035.9,501.866666666667,NA,NA,826.833333333333,27.5333333333333
1974-10-15,309.548387096774,272.870967741935,991.161290322581,NA,6004.1935483871,1495.16129032258,85.0645161290323,1099.09677419355,186.387096774194,NA,170.41935483871,29.8387096774194,455.483870967742,623.903225806452,628.58064516129,293.354838709677,NA,NA,467.677419354839,28.1612903225806
1974-11-15,364.166666666667,750.733333333333,3659.9,NA,14012.3333333333,8013,360.5,2156.2,1619.96666666667,NA,529.3,161.6,2437.46666666667,3261.8,3032.83333333333,3348.73333333333,NA,NA,1083.36666666667,92.7
1974-12-15,823.096774193548,2212.61290322581,4977.74193548387,NA,18390.3225806452,13793.8709677419,630.516129032258,4032.25806451613,2405.54838709677,NA,1740.93548387097,403.935483870968,4101.61290322581,5233.54838709677,5334.51612903226,3464.1935483871,NA,NA,1933.87096774194,203.774193548387
1975-01-15,1821.29032258065,3908.06451612903,5148.06451612903,NA,19177.4193548387,16746.7741935484,436.451612903226,7908.38709677419,1750.96774193548,NA,2662.96774193548,444.806451612903,5156.77419354839,5116.45161290323,7597.41935483871,3449.35483870968,NA,NA,1789.03225806452,406.483870967742
1975-02-15,1269.82142857143,1910,3125,NA,16203.5714285714,8121.78571428571,282.892857142857,4370.71428571429,1378.46428571429,NA,1003.71428571429,176.5,2228.21428571429,2276.07142857143,3838.92857142857,1988.03571428571,NA,NA,1136.82142857143,290.607142857143
1975-03-15,1066.8064516129,1970.96774193548,3156.77419354839,NA,14879.0322580645,8077.74193548387,336.387096774194,3563.54838709677,1464.1935483871,NA,1148.93548387097,194.58064516129,2257.09677419355,2555.8064516129,3604.83870967742,1981.45161290323,NA,NA,1187.54838709677,230.967741935484
1975-04-15,550.933333333333,1347.56666666667,1745.66666666667,NA,9897.66666666667,5340.33333333333,232.366666666667,1950.33333333333,855.166666666667,NA,919.766666666667,160.533333333333,1559,1907.66666666667,2511.33333333333,1287.9,NA,NA,781.7,151.6
1975-05-15,739.354838709677,2749.67741935484,4554.51612903226,NA,17708.7096774194,14848.3870967742,555.935483870968,4315.48387096774,1035.74193548387,NA,2364.51612903226,617,4499.35483870968,7060,5848.70967741936,2633.87096774194,NA,NA,1725.87096774194,100.064516129032
1975-06-15,837.6,1287.2,5753.33333333333,NA,26436.6666666667,16080,689.366666666667,5492,575.366666666667,NA,1113.83333333333,511.7,4691.33333333333,8807.66666666667,5535.66666666667,1944.66666666667,NA,NA,2640.66666666667,56.2333333333333
1975-07-15,303.58064516129,626.354838709677,4810,NA,26325.8064516129,10250.9677419355,501.58064516129,4350,315.645161290323,NA,502.741935483871,227.741935483871,2868.38709677419,5934.1935483871,3344.83870967742,987.225806451613,NA,NA,2018.06451612903,42.2903225806452
1975-08-15,561.709677419355,437.838709677419,2424.51612903226,NA,13214.5161290323,4522.90322580645,297.322580645161,2516.12903225806,388,NA,337.290322580645,83.9032258064516,1469.83870967742,2081.93548387097,1896.77419354839,711.677419354839,NA,NA,1111.1935483871,48.6129032258064
1975-09-15,245.366666666667,469.2,1602.66666666667,NA,8290.33333333333,3114,160.766666666667,1692.66666666667,314.133333333333,NA,367.766666666667,71.5333333333333,942.433333333333,1192.86666666667,1371.66666666667,409.033333333333,NA,NA,707.133333333333,40.2333333333333
1975-10-15,412.838709677419,875.161290322581,5113.87096774194,NA,17349.6774193548,8760.96774193548,816.967741935484,2298.06451612903,2570,NA,718.354838709677,182.774193548387,2481.58064516129,3302.45161290323,3367.87096774194,3482.41935483871,NA,NA,2209.06451612903,150.935483870968
1975-11-15,909.066666666667,2650.33333333333,7537,NA,30380,19356,851.766666666667,4270,3518,NA,2053.53333333333,478.166666666667,4893.66666666667,7722.66666666667,6846,4946,NA,NA,3573,276.6
1975-12-15,2844.51612903226,5653.54838709677,9991.61290322581,NA,37929.0322580645,29583.8709677419,800.032258064516,10341.935483871,3626.35483870968,NA,4269.03225806452,779.935483870968,8886.45161290323,12672.9032258065,12634.8387096774,5670,NA,NA,4013.54838709677,520.258064516129
1976-01-15,1665.16129032258,3902.90322580645,6422.58064516129,NA,22461.2903225806,18167.7419354839,478.129032258065,6673.87096774194,2177.74193548387,NA,2685.8064516129,464.967741935484,5310.96774193548,5931.93548387097,8261.29032258065,4166.77419354839,NA,NA,2643.54838709677,381.290322580645
1976-02-15,1187.13793103448,1896.55172413793,3832.75862068966,NA,17141.3793103448,8630.34482758621,266.413793103448,3723.79310344828,1512.58620689655,NA,1216.20689655172,209.206896551724,2285.1724137931,2969.31034482759,3515.1724137931,2113.79310344828,NA,NA,1480.68965517241,238.896551724138
1976-03-15,747.41935483871,1315.8064516129,2892.90322580645,NA,14261.2903225806,6618.70967741936,202.806451612903,2638.06451612903,1322.1935483871,NA,838.064516129032,121.838709677419,1601.61290322581,1855.16129032258,2473.22580645161,1807.64516129032,NA,NA,971.806451612903,199.032258064516
1976-04-15,591.966666666667,1986.66666666667,3669.33333333333,NA,15303.3333333333,9991,267.9,2771.66666666667,1130.4,NA,1558.16666666667,291.166666666667,2651.33333333333,3477.33333333333,3871,2609,NA,NA,1111.93333333333,158.9
1976-05-15,649.387096774194,1913.1935483871,5540.64516129032,NA,24887.0967741935,16038.7096774194,524.516129032258,4010.64516129032,874.096774193548,NA,1605.51612903226,526.483870967742,4311.29032258064,7992.90322580645,5508.06451612903,3078.06451612903,10905,NA,2322.58064516129,85.3870967741936
1976-06-15,641.233333333333,939.8,5056,NA,23710,13285.3333333333,426.566666666667,3910.66666666667,600.166666666667,NA,755.4,322.1,3614.33333333333,7141.66666666667,4376,2180.33333333333,9342,NA,2267.66666666667,61.2666666666667
1976-07-15,419.354838709677,523,4860.32258064516,NA,29061.2903225806,11043.8709677419,444.58064516129,3764.83870967742,458.935483870968,NA,443.612903225806,193.290322580645,2832.25806451613,6415.8064516129,3335.8064516129,1342.35483870968,13872.5806451613,NA,2357.41935483871,43.2258064516129
1976-08-15,191.58064516129,437.870967741935,3511.29032258065,NA,20993.5483870968,6223.54838709677,227.903225806452,2906.45161290323,297.41935483871,NA,363.41935483871,95.7741935483871,1756.77419354839,3107.41935483871,2056.45161290323,807.645161290323,9047.09677419355,NA,1282.83870967742,56.3548387096774
1976-09-15,392.4,565.266666666667,2568.33333333333,NA,12378.3333333333,3666.66666666667,115.633333333333,1984,224.766666666667,NA,478.766666666667,69.3666666666667,1014.03333333333,1524.56666666667,1259.43333333333,718.8,4833.66666666667,NA,720.6,46.5
1976-10-15,341.193548387097,404.322580645161,1663.54838709677,NA,7004.51612903226,2823.22580645161,85.8064516129032,1256.67741935484,220.096774193548,NA,348.483870967742,60.4516129032258,889.741935483871,1025.54838709677,1115.32258064516,625.548387096774,2755.48387096774,NA,503.677419354839,41.1612903225806
1976-11-15,418.666666666667,725.633333333333,2236.33333333333,NA,10152,6024.33333333333,119.7,1710,464.3,NA,619.6,156.7,1966,2544.9,2520.73333333333,1005.16666666667,4406.66666666667,NA,573.666666666667,60.7
1976-12-15,452.870967741935,1001.12903225806,3777.09677419355,NA,13231.2903225806,8430.32258064516,166.935483870968,1662.70967741935,806.548387096774,NA,817.096774193548,225.129032258065,2576.58064516129,3448.06451612903,3350.32258064516,2001.35483870968,6140.32258064516,NA,680.870967741935,106.645161290323
1977-01-15,572.870967741935,1160.67741935484,3486.77419354839,NA,16064.5161290323,9265.16129032258,158.41935483871,1881.8064516129,811,NA,913.58064516129,209.387096774194,2428.16129032258,3598.70967741935,3369.03225806452,1792.96774193548,8586.12903225806,NA,780.806451612903,114.967741935484
1977-02-15,386.178571428571,720.107142857143,2507.5,NA,11993.2142857143,5831.42857142857,227.785714285714,1864.28571428571,1038.64285714286,NA,573.214285714286,163.571428571429,1722.85714285714,2555.35714285714,2231.42857142857,1256.14285714286,4890,NA,892.785714285714,76.2142857142857
1977-03-15,443.741935483871,1208.58064516129,2900.96774193548,NA,14432.2580645161,7248.38709677419,237.709677419355,2381.93548387097,1463.74193548387,NA,824.483870967742,159.838709677419,1851.93548387097,2388.38709677419,2776.77419354839,1845.8064516129,5719.67741935484,NA,928.806451612903,164.516129032258
1977-04-15,519.433333333333,1626.7,3469.33333333333,NA,15543.3333333333,10368.3333333333,331.833333333333,3420.33333333333,734.533333333333,NA,1326.56666666667,331.7,3024.66666666667,4437.33333333333,4033,2115,4344.66666666667,NA,1183.2,81.5
1977-05-15,536.225806451613,676,3300.32258064516,NA,13012.2580645161,9748.06451612903,313.548387096774,2772.90322580645,605.870967741935,NA,497.193548387097,235.41935483871,2768.38709677419,4024.51612903226,3705.48387096774,1932.25806451613,3680,NA,1300.96774193548,78.8709677419355
1977-06-15,491.233333333333,828.933333333333,4245.33333333333,NA,14553.3333333333,8645,374.5,3556,565.4,NA,606.9,177.066666666667,2485.96666666667,4151.66666666667,3187.33333333333,1341.8,4300,NA,1588.66666666667,75.2666666666667
1977-07-15,158.032258064516,271.225806451613,1988.38709677419,NA,9310.32258064516,2960,135.741935483871,1891.29032258065,225.741935483871,NA,245.096774193548,49.6129032258064,861.451612903226,1279.16129032258,1196.29032258065,483.161290322581,2890.64516129032,NA,779.161290322581,29.8064516129032
1977-08-15,112.677419354839,256.806451612903,2085.16129032258,NA,9665.8064516129,2999.03225806452,111.064516129032,2340.64516129032,237.806451612903,NA,243.096774193548,36.7741935483871,808.967741935484,1321.06451612903,1076.64516129032,548.677419354839,2883.87096774194,NA,679.806451612903,35.258064516129
1977-09-15,213.066666666667,554.766666666667,1569.33333333333,NA,7334,4621.33333333333,190.933333333333,2045.26666666667,481,NA,512.933333333333,92.1333333333333,1392.3,1779.03333333333,1799.9,870.933333333333,2144,NA,595.566666666667,47.8333333333333
1977-10-15,343.290322580645,703.193548387097,1920.96774193548,NA,7078.06451612903,4455.8064516129,268.741935483871,1470.90322580645,682.387096774194,NA,648.58064516129,100.290322580645,1294.12903225806,1719.12903225806,1745.16129032258,961.58064516129,2070.96774193548,NA,706.935483870968,61.258064516129
1977-11-15,857.133333333333,2745.63333333333,5506.33333333333,NA,18706.6666666667,18381.3333333333,674.966666666667,5130.66666666667,2470.3,NA,2500.66666666667,542.466666666667,5272,8289.66666666667,6828,4080.93333333333,4506.66666666667,NA,2746.33333333333,202.766666666667
1977-12-15,2588.70967741935,4977.41935483871,7736.77419354839,NA,28922.5806451613,25044.1935483871,704.41935483871,9357.74193548387,2711.67741935484,NA,4192.16129032258,717.161290322581,7147.09677419355,10070.9677419355,10610,5182.90322580645,8458.06451612903,NA,3191.03225806452,366.677419354839
1978-01-15,874.645161290323,1205.51612903226,3839.35483870968,NA,16564.5161290323,8186.12903225806,575.354838709677,3547.09677419355,1829.35483870968,NA,713.193548387097,156.096774193548,2264.83870967742,2543.87096774194,3651.61290322581,2234.1935483871,6817.74193548387,NA,1595.41935483871,178.967741935484
1978-02-15,661.607142857143,1126,3112.85714285714,NA,13486.7857142857,7194.64285714286,531.392857142857,2845.71428571429,1512.89285714286,NA,751.285714285714,160.5,2028.21428571429,2466.07142857143,3028.57142857143,1687.85714285714,6357.14285714286,NA,1326.85714285714,171.857142857143
1978-03-15,471.064516129032,1108.29032258065,3136.77419354839,NA,13540.6451612903,8177.41935483871,469.41935483871,2340,1075.83870967742,NA,857.290322580645,226.838709677419,2282.25806451613,3475.48387096774,3084.1935483871,1846.83870967742,5998.70967741936,NA,1220.1935483871,136.774193548387
1978-04-15,481.733333333333,1240.9,2747.66666666667,NA,11852.3333333333,8365.66666666667,403.8,1948.03333333333,976.5,NA,916.266666666667,227.766666666667,2336.66666666667,3383.66666666667,3111.33333333333,1402.66666666667,4091.33333333333,NA,1066.6,187.166666666667
1978-05-15,603.322580645161,939.225806451613,2998.38709677419,NA,12499.3548387097,10518.7096774194,467.806451612903,2781.93548387097,893.548387096774,NA,625.58064516129,312.741935483871,3191.93548387097,5022.25806451613,4188.06451612903,1682.38709677419,3871.61290322581,NA,1371.54838709677,122.41935483871
1978-06-15,567.733333333333,672.566666666667,3509.33333333333,NA,19390,9529.66666666667,481.666666666667,3627.66666666667,499.266666666667,NA,528.9,193.6,2587,5761,3051.33333333333,1206.06666666667,7681,NA,2040.66666666667,56
1978-07-15,167.516129032258,400.645161290323,2503.54838709677,NA,18358.064516129,4485.48387096774,325.58064516129,2638.70967741935,274.41935483871,NA,308.741935483871,65.7741935483871,1168.45161290323,2397.41935483871,1464.54838709677,624.967741935484,8209.03225806452,NA,1335.16129032258,43.3225806451613
1978-08-15,109.548387096774,306.096774193548,1944.83870967742,NA,11885.1612903226,3081.61290322581,290.612903225806,1983.54838709677,340.516129032258,NA,256.354838709677,42.6451612903226,933.354838709677,1281.96774193548,1169.51612903226,493.935483870968,5033.22580645161,NA,742.645161290323,34.9677419354839
1978-09-15,284.466666666667,599.466666666667,4074.33333333333,NA,15740,7645.66666666667,522.766666666667,2109,1038.86666666667,NA,488.266666666667,127.2,2193.33333333333,2995,3068.66666666667,1777.4,5240,NA,1034.53333333333,85.4666666666667
1978-10-15,372.806451612903,448.483870967742,1662.25806451613,NA,8114.1935483871,3270.96774193548,145.387096774194,1326,383.064516129032,NA,356.548387096774,69.8064516129032,854.387096774194,1211.74193548387,1371.51612903226,659,3087.74193548387,NA,524.193548387097,44.2258064516129
1978-11-15,497.266666666667,1227.6,3433,NA,16069.3333333333,9283,233.7,2666.33333333333,688.7,NA,995.133333333333,201.4,2713.73333333333,3657.33333333333,3822,1965.96666666667,6499.33333333333,NA,877.666666666667,152.566666666667
1978-12-15,837.322580645161,1924.8064516129,2200.64516129032,NA,12261.2903225806,9174.51612903226,175.322580645161,3041.61290322581,850.806451612903,NA,1372.61290322581,261.483870967742,2729.03225806452,2710.64516129032,4257.74193548387,1741.61290322581,5573.54838709677,NA,763.516129032258,209.258064516129
1979-01-15,497.290322580645,793.741935483871,1149.35483870968,NA,11162.9032258065,4400.96774193548,116.387096774194,2330.64516129032,526.451612903226,NA,473.516129032258,91.7096774193548,1161.96774193548,1157.67741935484,1910.96774193548,860.129032258065,6057.09677419355,NA,424.387096774194,121.322580645161
1979-02-15,1015.03571428571,2264.03571428571,3073.57142857143,NA,12509.6428571429,10608.5714285714,379.107142857143,3349.67857142857,2147.75,NA,1502.60714285714,270.285714285714,3135.35714285714,3075.14285714286,4927.85714285714,2556.25,4278.92857142857,NA,1231.82142857143,320.857142857143
1979-03-15,873.967741935484,2243.22580645161,4254.1935483871,NA,15073.8709677419,12281.935483871,473.096774193548,3709.03225806452,1693.83870967742,NA,1722.58064516129,345.677419354839,3437.74193548387,5112.90322580645,4792.90322580645,2906.77419354839,4251.61290322581,NA,1819.41935483871,154.41935483871
1979-04-15,579.6,1697.33333333333,2803.33333333333,NA,11899,9208.66666666667,249.7,2928.33333333333,661.866666666667,NA,1381.7,313.566666666667,2719,3541,3880.33333333333,2139.66666666667,3393.66666666667,NA,876.466666666667,110.766666666667
1979-05-15,667.967741935484,1477.93548387097,4416.12903225806,NA,17187.0967741935,13439.3548387097,524.548387096774,3505.48387096774,659.096774193548,NA,1288.38709677419,445.967741935484,3991.61290322581,7163.22580645161,5063.87096774194,1968.06451612903,4929.03225806452,NA,1842.58064516129,63.7741935483871
1979-06-15,448.066666666667,331.233333333333,3494,NA,17176.6666666667,9225.33333333333,360.5,3337.66666666667,315.566666666667,NA,256.3,219.7,2584.66666666667,5351.33333333333,3100.66666666667,1506.66666666667,4603.33333333333,NA,1602.66666666667,35.7666666666667
1979-07-15,162.645161290323,297.774193548387,2470.64516129032,NA,14203.2258064516,5440.64516129032,226.548387096774,2473.22580645161,284.548387096774,NA,236.838709677419,92.3548387096774,1533.67741935484,2673.87096774194,1910.41935483871,905.096774193548,4486.77419354839,NA,1096.51612903226,31.6451612903226
1979-08-15,105.290322580645,261.193548387097,1600.32258064516,NA,9152.58064516129,1838.70967741935,95.1935483870968,1633.12903225806,185.032258064516,NA,234.129032258065,40.3225806451613,477.290322580645,878.516129032258,704.612903225806,278.451612903226,3640.64516129032,NA,541.741935483871,26.4516129032258
1979-09-15,178.6,256.8,1849.33333333333,NA,9020.33333333333,1984.33333333333,207.233333333333,1612.13333333333,424.533333333333,NA,229.166666666667,38.2333333333333,538.466666666667,854.733333333333,787.133333333333,497.466666666667,3514.66666666667,NA,681.933333333333,28.7
1979-10-15,186.548387096774,276.225806451613,1818.54838709677,NA,8157.74193548387,3274.51612903226,544.548387096774,1470.09677419355,924.741935483871,NA,230.58064516129,51.0967741935484,891.967741935484,1449,1214.64516129032,1011.09677419355,2940.64516129032,NA,1007.64516129032,28.5161290322581
1979-11-15,250.9,349.766666666667,1318.16666666667,NA,8941.33333333333,2823,353.133333333333,960.1,847.6,NA,295.5,55.8333333333333,716.1,1104,1042.1,633.566666666667,4504.33333333333,NA,690.3,24.6333333333333
1979-12-15,1057.03225806452,2890.38709677419,9298.38709677419,NA,31181.6129032258,23363.8709677419,1320.90322580645,5207.29032258064,4606.51612903226,NA,2195.70967741935,557.548387096774,5956.38709677419,9648.67741935484,8770.74193548387,6177.09677419355,9314.51612903226,NA,5111.45161290323,334.129032258065
1980-01-15,739.225806451613,1295.77419354839,3066.77419354839,NA,17503.2258064516,7283.22580645161,436,3872.58064516129,1542.1935483871,NA,637.193548387097,135.129032258065,1848.06451612903,2216.45161290323,3020.32258064516,1641.25806451613,8718.70967741935,NA,1699.67741935484,204
1980-02-15,720.275862068965,1720.8275862069,4766.89655172414,NA,18565.5172413793,9555.51724137931,885.793103448276,4010.68965517241,2758.37931034483,NA,1169.93103448276,229.172413793103,2702.41379310345,3649.31034482759,3946.20689655172,2768.58620689655,8155.51724137931,NA,2434.8275862069,171.827586206897
1980-03-15,861.064516129032,1838.06451612903,3645.16129032258,NA,15254.8387096774,8890,368.483870967742,3335.16129032258,1196.1935483871,NA,1224.83870967742,240.483870967742,2273.87096774194,2884.51612903226,3616.12903225806,1996.12903225806,5693.87096774194,NA,1454.54838709677,229.451612903226
1980-04-15,705.933333333333,2189,4543.33333333333,NA,16823.3333333333,12254.6666666667,505.366666666667,3355.66666666667,1199.66666666667,NA,1690.5,427.633333333333,3476,5204.66666666667,4895.33333333333,2681.33333333333,5271.33333333333,NA,1532.06666666667,154.2
1980-05-15,484.935483870968,949.677419354839,3682.90322580645,NA,15583.2258064516,10310,450.129032258065,3140.32258064516,472.677419354839,NA,689.387096774194,324.225806451613,2767.09677419355,5517.41935483871,3513.87096774194,1268.25806451613,5140,NA,1707.74193548387,79.5483870967742
1980-06-15,346.333333333333,443.233333333333,3412.33333333333,NA,15676.6666666667,8754.66666666667,433.933333333333,3390,311.333333333333,NA,289.133333333333,187.466666666667,2417.66666666667,4300,3050,1071.93333333333,5896,NA,1628.66666666667,79.9666666666667
1980-07-15,218.096774193548,396.290322580645,2973.54838709677,NA,15762.2580645161,4742.90322580645,288.677419354839,2657.41935483871,266.354838709677,NA,308.032258064516,84.3225806451613,1274.06451612903,2162.25806451613,1639.09677419355,636.516129032258,7574.1935483871,NA,1134.48387096774,42.3548387096774
1980-08-15,131.612903225806,257.870967741935,1677.41935483871,NA,9727.09677419355,2712.25806451613,127.516129032258,1840.64516129032,166.58064516129,NA,217.290322580645,44.0645161290323,769.612903225806,1142.22580645161,1052.38709677419,450.58064516129,4208.38709677419,NA,549.225806451613,25.6451612903226
1980-09-15,218.633333333333,417.466666666667,1985.33333333333,NA,9925.66666666667,5656,101.666666666667,1921,206.2,NA,348.433333333333,115.966666666667,1825.96666666667,2003.83333333333,2358.33333333333,1103.6,3799,NA,541.566666666667,31.4666666666667
1980-10-15,305.483870967742,445.677419354839,1394.83870967742,NA,7758.06451612903,2778.06451612903,77.8709677419355,1069.35483870968,213.903225806452,NA,413.41935483871,55.1935483870968,662.903225806452,945.225806451613,981.774193548387,479.903225806452,3777.41935483871,NA,406.064516129032,29.0645161290323
1980-11-15,631.033333333333,1625.63333333333,6261.66666666667,NA,22843.3333333333,15621,700,3447.66666666667,2366.43333333333,NA,1300.5,358.833333333333,3965.66666666667,7030.66666666667,5545.33333333333,4100.56666666667,7626.66666666667,NA,2500.56666666667,191.966666666667
1980-12-15,1332.8064516129,3276.12903225806,8006.77419354839,NA,31612.9032258065,23156.1290322581,902.322580645161,7127.74193548387,2930.41935483871,NA,2512.32258064516,588.41935483871,5938.06451612903,10310,8272.58064516129,4863.22580645161,11626.4516129032,NA,3834.1935483871,322.935483870968
1981-01-15,942.387096774194,1241.25806451613,3550.64516129032,NA,16738.7096774194,6980.32258064516,576.838709677419,3300.64516129032,1027.87096774194,NA,728.387096774194,164.967741935484,1541.61290322581,2660.64516129032,2620.96774193548,1328.77419354839,6309.35483870968,NA,1848.70967741935,146.935483870968
1981-02-15,1075.92857142857,2797.14285714286,5758.92857142857,NA,18795.3571428571,16234.2857142857,803.714285714286,5419.28571428571,2987.39285714286,NA,2150.89285714286,508.535714285714,4414.46428571429,6465.35714285714,6108.21428571429,3763.57142857143,6452.14285714286,NA,2939.71428571429,257.964285714286
1981-03-15,532.870967741935,903.903225806452,2584.1935483871,NA,12140.6451612903,5448.70967741936,276.935483870968,2655.8064516129,815.516129032258,NA,455.451612903226,142.58064516129,1384.83870967742,1864.1935483871,2268.70967741935,1358.32258064516,4810,NA,983.451612903226,126.645161290323
1981-04-15,666.233333333333,1531.23333333333,4746.33333333333,NA,18423.3333333333,13801,302.933333333333,3558.66666666667,1259.33333333333,NA,1145.23333333333,380.333333333333,3977,5135.66666666667,5581.33333333333,3594,6960.66666666667,NA,1325.3,184.633333333333
1981-05-15,659.129032258065,1434.51612903226,4249.67741935484,NA,15535.4838709677,11827.0967741935,349.451612903226,3013.54838709677,675.290322580645,NA,1064.74193548387,296.741935483871,2989.03225806452,4576.77419354839,4450.96774193548,1890.96774193548,5537.09677419355,NA,1528.96774193548,145.903225806452
1981-06-15,778.033333333333,1614.7,5489.66666666667,NA,22563.3333333333,13872,322.4,4835.66666666667,580.1,NA,1156.16666666667,316.666666666667,3652,5851.33333333333,5075,2587.33333333333,9401.66666666667,NA,1487.33333333333,138.733333333333
1981-07-15,352.774193548387,658.161290322581,3230,NA,17932.2580645161,4997.09677419355,158.258064516129,2554.83870967742,317.806451612903,NA,450.645161290323,109.354838709677,1387.87096774194,2135.8064516129,1956.45161290323,837.903225806452,8364.1935483871,NA,892.387096774194,66
1981-08-15,202.677419354839,327.645161290323,2040,NA,10820.6451612903,2072.58064516129,88.7741935483871,2033.87096774194,204.225806451613,NA,257,50.9677419354839,616.935483870968,862.129032258065,932.935483870968,499.645161290323,5148.38709677419,NA,524.677419354839,41.1612903225806
1981-09-15,249.866666666667,283.733333333333,1652.33333333333,NA,8997.66666666667,3089.33333333333,173.366666666667,1633.73333333333,370.2,NA,231.433333333333,52.2666666666667,936.8,1199.63333333333,1340.5,678.9,4090.33333333333,NA,540.633333333333,47.8333333333333
1981-10-15,371.612903225806,740.483870967742,3897.74193548387,NA,14416.4516129032,8913.54838709677,563.258064516129,2110.64516129032,1465.70967741935,NA,541.096774193548,165.806451612903,2214.48387096774,3260,3217.74193548387,2584.22580645161,4548.38709677419,NA,1323.67741935484,107.193548387097
1981-11-15,405.133333333333,696.366666666667,4630.33333333333,NA,14323.6666666667,7587.66666666667,859.366666666667,1899,2258.1,NA,469.9,123.766666666667,1737.43333333333,2974.66666666667,2597.33333333333,2212.86666666667,4779.66666666667,NA,2155.3,120.666666666667
1981-12-15,836.935483870968,1765.41935483871,4935.16129032258,NA,17951.6129032258,11162.5806451613,984.322580645161,4047.41935483871,2732.38709677419,NA,1160.8064516129,279.41935483871,2941.29032258065,3852.58064516129,4466.12903225806,3213.22580645161,7032.90322580645,NA,2960.64516129032,254.193548387097
1982-01-15,1089.1935483871,2784.12903225806,5317.74193548387,NA,16079.6774193548,13945.1612903226,362.258064516129,4931.61290322581,1734.64516129032,NA,1935.35483870968,366.032258064516,3860.03225806452,3915.48387096774,5855.48387096774,3298.1935483871,6178.70967741936,NA,1605.93548387097,395.064516129032
1982-02-15,2374.35714285714,4861.42857142857,8197.14285714286,NA,25985.7142857143,24301.4285714286,689.107142857143,8959.28571428571,3453.75,NA,3285.35714285714,644.5,6676.42857142857,8461.07142857143,9742.85714285714,5632.5,9370,NA,2836.07142857143,545.607142857143
1982-03-15,1217.25806451613,2164.83870967742,3469.67741935484,NA,15783.8709677419,11011.935483871,392.548387096774,3793.22580645161,1454.61290322581,NA,1306.38709677419,284.806451612903,2950.64516129032,3599.35483870968,4590,2272.25806451613,5150.96774193548,NA,1378.35483870968,255.064516129032
1982-04-15,514.6,1304.6,2868,NA,12293.6666666667,7905,394.833333333333,2531.66666666667,1394.33333333333,NA,885.033333333333,203.8,2083.33333333333,3020.66666666667,2977.66666666667,2068,5049.66666666667,NA,1082,126.666666666667
1982-05-15,607.612903225806,1809.35483870968,4060.64516129032,NA,20332.2580645161,12901.2903225806,567,2854.83870967742,756.741935483871,NA,1544.83870967742,450.096774193548,3630,6513.22580645161,4611.61290322581,2358.06451612903,7685.8064516129,NA,1868.70967741935,67.1612903225806
