"date","at","at_anom_1900.99"
198904,10.0833333333333,27.3055555555556
198905,11.4722222222222,28.6944444444444
198906,15.3888888888889,32.6111111111111
198907,15.8888888888889,33.1111111111111
198908,16.3888888888889,33.6111111111111
198909,15.5555555555556,32.7777777777778
198910,10.0277777777778,27.25
198911,6.75,23.9722222222222
198912,4.66666666666667,21.8888888888889
199001,4.27777777777778,21.5
199002,2.75,19.9722222222222
199003,6.83333333333333,24.0555555555556
199004,9.83333333333334,27.0555555555556
199005,11.1944444444444,28.4166666666667
199006,14.1111111111111,31.3333333333333
199007,18.4166666666667,35.6388888888889
199008,18.1944444444444,35.4166666666667
199009,16.0833333333333,33.3055555555556
199010,8.83333333333334,26.0555555555556
199011,6.36111111111111,23.5833333333333
199012,0,17.2222222222222
199101,2.36111111111112,19.5833333333333
199102,7.30555555555556,24.5277777777778
199103,5.02777777777778,22.25
199104,8.02777777777778,25.25
199105,10.6111111111111,27.8333333333333
199106,12.8333333333333,30.0555555555556
199107,17.3055555555556,34.5277777777778
199108,17.7222222222222,34.9444444444444
199109,15.5833333333333,32.8055555555556
199110,9.86111111111112,27.0833333333333
199111,6.55555555555556,23.7777777777778
199112,4.75000000000001,21.9722222222222
199201,5.08333333333333,22.3055555555556
199202,7.05555555555556,24.2777777777778
199203,8.72222222222222,25.9444444444444
199204,10.0555555555555,27.2777777777778
199205,13.5277777777778,30.75
199206,16.3611111111111,33.5833333333333
199207,17.4722222222222,34.6944444444444
199208,17.75,34.9722222222222
199209,13.7222222222222,30.9444444444444
199210,10.7222222222222,27.9444444444444
199211,5.83333333333333,23.0555555555556
199212,2.11111111111111,19.3333333333333
199301,0.75,17.9722222222222
199302,3.38888888888889,20.6111111111111
199303,6.97222222222222,24.1944444444444
199304,8.66666666666666,25.8888888888889
199305,14.0277777777778,31.25
199306,14.0833333333333,31.3055555555556
199307,14.9722222222222,32.1944444444444
199308,17,34.2222222222222
199309,15.0833333333333,32.3055555555556
199310,11.4722222222222,28.6944444444444
199311,3.61111111111111,20.8333333333333
199312,3.66666666666667,20.8888888888889
199401,5.69444444444444,22.9166666666667
199402,3.05555555555556,20.2777777777778
199403,7.44444444444444,24.6666666666667
199404,9.72222222222222,26.9444444444444
199405,12.5555555555556,29.7777777777778
199406,13.75,30.9722222222222
199407,17.8888888888889,35.1111111111111
199408,17.4166666666667,34.6388888888889
199409,16.1111111111111,33.3333333333333
199410,9.50000000000001,26.7222222222222
199411,3.58333333333333,20.8055555555556
199412,3.38888888888889,20.6111111111111
199501,4.58333333333333,21.8055555555556
199502,5.72222222222222,22.9444444444444
199503,6.5,23.7222222222222
199504,8.58333333333334,25.8055555555556
199505,13.2222222222222,30.4444444444444
199506,14.9166666666667,32.1388888888889
199507,17.6944444444444,34.9166666666667
199508,15.5,32.7222222222222
199509,16.4444444444444,33.6666666666667
199510,9.66666666666664,26.8888888888889
199511,7.77777777777778,25
199512,4.08333333333333,21.3055555555556
199601,3,20.2222222222222
199602,4.33333333333333,21.5555555555556
199603,6.58333333333334,23.8055555555556
199604,9.33333333333333,26.5555555555556
199605,9.91666666666667,27.1388888888889
199606,13.8611111111111,31.0833333333333
199607,18.0833333333333,35.3055555555556
199608,17.5833333333333,34.8055555555556
199609,13.3055555555556,30.5277777777778
199610,9.41666666666669,26.6388888888889
199611,5,22.2222222222222
199612,2.52777777777778,19.75
199701,3.5,20.7222222222222
199702,4.63888888888888,21.8611111111111
199703,5.77777777777778,23
199704,8.25,25.4722222222222
199705,13.3333333333333,30.5555555555556
199706,14,31.2222222222222
199707,16.75,33.9722222222222
199708,18.6388888888889,35.8611111111111
199709,15.7777777777778,33
199710,9.69444444444444,26.9166666666667
199711,7.58333333333333,24.8055555555556
199712,4.02777777777778,21.25
199801,4.11111111111111,21.3333333333333
199802,6.11111111111111,23.3333333333333
199803,6.97222222222222,24.1944444444444
199804,8.83333333333334,26.0555555555556
199805,11.6944444444444,28.9166666666667
199806,14.6944444444444,31.9166666666667
199807,18.8055555555556,36.0277777777778
199808,18.1388888888889,35.3611111111111
199809,16.1944444444444,33.4166666666667
199810,10.25,27.4722222222222
199811,6.69444444444444,23.9166666666667
199812,2.91666666666667,20.1388888888889
199901,4.27777777777778,21.5
199902,4.36111111111111,21.5833333333333
199903,5.44444444444444,22.6666666666667
199904,7.86111111111111,25.0833333333333
199905,9.80555555555557,27.0277777777778
199906,13.1666666666667,30.3888888888889
199907,15.9166666666667,33.1388888888889
199908,17.4166666666667,34.6388888888889
199909,14.6111111111111,31.8333333333333
199910,9.74999999999999,26.9722222222222
199911,7.27777777777778,24.5
199912,4.55555555555556,21.7777777777778
200001,2.83333333333333,20.0555555555556
200002,5,22.2222222222222
200003,5.69444444444444,22.9166666666667
200004,9.52777777777779,26.75
200005,11.1388888888889,28.3611111111111
200006,14.6666666666667,31.8888888888889
200007,16.6111111111111,33.8333333333333
200008,16.3333333333333,33.5555555555556
200009,14.4444444444444,31.6666666666667
200010,10.0277777777778,27.25
200011,4.36111111111111,21.5833333333333
200012,3.36111111111111,20.5833333333333
200101,4.19444444444444,21.4166666666667
200102,3.61111111111111,20.8333333333333
200103,6.36111111111111,23.5833333333333
200104,7.69444444444445,24.9166666666667
200105,11.8055555555556,29.0277777777778
200106,13.0277777777778,30.25
200107,15.9166666666667,33.1388888888889
200108,17.25,34.4722222222222
200109,14.6944444444444,31.9166666666667
200110,9.16666666666667,26.3888888888889
200111,6.86111111111111,24.0833333333333
200112,3.44444444444445,20.6666666666667
200201,3.66666666666667,20.8888888888889
200202,4.33333333333333,21.5555555555556
200203,4.08333333333333,21.3055555555556
200204,8.11111111111111,25.3333333333333
200205,10.3888888888889,27.6111111111111
200206,15.0277777777778,32.25
200207,17.25,34.4722222222222
200208,17.1111111111111,34.3333333333333
200209,14.5833333333333,31.8055555555556
200210,9.50000000000002,26.7222222222222
200211,7.30555555555556,24.5277777777778
200212,4.72222222222222,21.9444444444444
200301,6.13888888888889,23.3611111111111
200302,4.5,21.7222222222222
200303,6.77777777777778,24
200304,8.19444444444444,25.4166666666667
200305,11.3888888888889,28.6111111111111
200306,15.7222222222222,32.9444444444444
200307,18.3055555555556,35.5277777777778
200308,17.8055555555556,35.0277777777778
200309,15.7777777777778,33
200310,11.5555555555556,28.7777777777778
200311,4.13888888888888,21.3611111111111
200312,3.91666666666667,21.1388888888889
200401,3.30555555555555,20.5277777777778
200402,5.41666666666667,22.6388888888889
200403,7.63888888888889,24.8611111111111
200404,10.5,27.7222222222222
200405,12.4722222222222,29.6944444444444
200406,15.7777777777778,33
200407,18.6666666666667,35.8888888888889
200408,18.6944444444444,35.9166666666667
200409,13.8611111111111,31.0833333333333
200410,10.6666666666667,27.8888888888889
200411,6.02777777777778,23.25
200412,4.74999999999999,21.9722222222222
200501,4.27777777777778,21.5
200502,4.75,21.9722222222222
200503,8.08333333333334,25.3055555555556
200504,9.19444444444444,26.4166666666667
200505,13.3611111111111,30.5833333333333
200506,13.9722222222222,31.1944444444444
200507,17.2777777777778,34.5
200508,18.0277777777778,35.25
200509,13.6111111111111,30.8333333333333
200510,10.8333333333333,28.0555555555556
200511,5,22.2222222222222
200512,3.69444444444445,20.9166666666667
200601,5.44444444444444,22.6666666666667
200602,3.69444444444444,20.9166666666667
200603,5.88888888888889,23.1111111111111
200604,8.77777777777778,26
200605,12.0277777777778,29.25
200606,15.4166666666667,32.6388888888889
200607,17.9444444444444,35.1666666666667
200608,16.9444444444444,34.1666666666667
200609,15.1944444444444,32.4166666666667
200610,9.77777777777779,27
200611,5.38888888888889,22.6111111111111
200612,3.69444444444444,20.9166666666667
200701,2.33333333333333,19.5555555555556
200702,5.30555555555556,22.5277777777778
200703,7.13888888888889,24.3611111111111
200704,8.44444444444444,25.6666666666667
200705,11.6944444444444,28.9166666666667
200706,13.7777777777778,31
200707,18,35.2222222222222
200708,16.6666666666667,33.8888888888889
200709,13.8611111111111,31.0833333333333
200710,9.05555555555556,26.2777777777778
200711,5.25000000000001,22.4722222222222
200712,2.94444444444444,20.1666666666667
200801,2.02777777777778,19.25
200802,4.88888888888889,22.1111111111111
200803,4.72222222222222,21.9444444444444
200804,6.25,23.4722222222222
200805,11.7222222222222,28.9444444444444
200806,12.8333333333333,30.0555555555556
200807,16.5555555555556,33.7777777777778
200808,17.2222222222222,34.4444444444444
200809,14.5833333333333,31.8055555555556
200810,9.44444444444444,26.6666666666667
200811,7.75,24.9722222222222
200812,1.33333333333333,18.5555555555556
200901,2.86111111111111,20.0833333333333
200902,3.86111111111112,21.0833333333333
200903,4.05555555555556,21.2777777777778
200904,7.97222222222222,25.1944444444444
200905,11.6388888888889,28.8611111111111
200906,15.5277777777778,32.75
200907,19.0277777777778,36.25
200908,17.3055555555556,34.5277777777778
200909,15.4722222222222,32.6944444444444
200910,9.36111111111113,26.5833333333333
200911,6.30555555555556,23.5277777777778
200912,1.30555555555556,18.5277777777778
201001,6.30555555555556,23.5277777777778
201002,6.41666666666666,23.6388888888889
201003,6.91666666666667,24.1388888888889
201004,8.13888888888889,25.3611111111111
201005,10.1666666666667,27.3888888888889
201006,13.1388888888889,30.3611111111111
201007,16.75,33.9722222222222
201008,17,34.2222222222222
201009,14.6666666666667,31.8888888888889
201010,10.4166666666667,27.6388888888889
201011,4.72222222222222,21.9444444444444
201012,4.19444444444444,21.4166666666667
201101,3.77777777777778,21
201102,2.61111111111111,19.8333333333333
201103,5.61111111111111,22.8333333333333
201104,5.97222222222222,23.1944444444444
201105,9.69444444444444,26.9166666666667
201106,13.25,30.4722222222222
201107,15.5833333333333,32.8055555555556
201108,17.0833333333333,34.3055555555556
201109,16.1666666666667,33.3888888888889
201110,9.86111111111109,27.0833333333333
201111,4.47222222222222,21.6944444444444
201112,2.88888888888889,20.1111111111111
201201,2.97222222222222,20.1944444444444
201202,4.61111111111111,21.8333333333333
201203,4.63888888888889,21.8611111111111
201204,8.83333333333334,26.0555555555556
201205,11.0555555555556,28.2777777777778
201206,12.6388888888889,29.8611111111111
201207,16.5555555555556,33.7777777777778
201208,18,35.2222222222222
201209,15.3055555555556,32.5277777777778
201210,10.1944444444445,27.4166666666667
201211,6.52777777777778,23.75
201212,3.44444444444445,20.6666666666667
201301,2.25,19.4722222222222
201302,4.75,21.9722222222222
201303,6.44444444444444,23.6666666666667
201304,8.25,25.4722222222222
201305,12.3888888888889,29.6111111111111
201306,15.1944444444444,32.4166666666667
201307,17.7777777777778,35
201308,18.2777777777778,35.5
201309,15.4166666666667,32.6388888888889
201310,9.27777777777778,26.5
201311,5.77777777777778,23
201312,1.80555555555555,19.0277777777778
201401,4.58333333333333,21.8055555555556
201402,2.69444444444445,19.9166666666667
201403,6.86111111111112,24.0833333333333
201404,9.08333333333334,26.3055555555556
